text,label
mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,positive
"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop",positive
"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",positive
"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended",positive
"Terima Kasih Banyak Telah Melayani dengan Baik. Semua Products Bagus & Packaging nya aman. Products Sesuai foto, Harga bersaing dengan bagus. Pengiriman Cepat &Tepat. Very Recommended Shop &Seller. Next pasti akan sering blanja Lagi di sini deh. Semoga semakin maju & sukses ya.",positive
"udah yang kedua kali beli disini, ngga nyesel banget, kualitas udah pasti oke, pengirimannya juga bagus dan cepat, packagingnya juga rapi dan aman",positive
Alhamdulillah ?? barang diterima dengan sangat baik ?? packing aman ?? semua sesuai pesanan ?? suka banget sama mie sedap ?? apalagi ada varian laksa Singapura ??,positive
jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.,negative
"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",negative
yang dateng sangat-sangat beda dengan yang di foto,negative
"bad service pengiriman same day (gosend) melewati batas estimasi, jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir",negative
baru dibuka tapi bentulnya aneh. kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,negative
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,negative
"bukan dendeng daging sapi asli, semacam campuran",negative
Pisang kecil isinya sedikit nyeesel,negative
masih mentah,negative
Beli 3 kg minta dimix pisang yg msh hijau & kuning eh dikirim kuning semua... Hadeeehh,negative
plastik pecah jd lembek sebagian,negative
byk yg hancur dikirim ke jkt,negative
Pesan yg varian 20pcs tp cuma dikirim 10pcs,negative
"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",negative
"keripik tempe pecah2. packingnya kopong. Edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",negative
Kapok belanja disini lama banget pengiriman nya!,negative
"produk tidak layak dimakan, sudah jamuran beberapa pcs, padahal tulisan expired date masih 1 bulan lagi. harap di qc ulang semua produk makanannya agar layak dimakan konsumen.",negative
"pie susunya jamuran, duh parah bgt sih jualan",negative
"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. Kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kaka penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",negative
"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",negative
ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,negative
Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,negative
free canister ga dikirim.. payah kecewah dah males beli disini,negative
"Pengiriman lambat, seminggu baru sampai. Bagi yang membutuhkan cepat, lebih baik beli di supermarket langsung",negative
kue nya pas Dateng dicoba asem..kue Uda terlalu lama..di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan... tidak ada tanggung jawab..,negative
pia nya gak dikirim,negative
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",negative
"sampe sekarang barang blm sampe,halu express blgnya sudah mau tanggung jwb dg membayar ke tokopedia tp dr tokopedia ga ada transfer penggantian...ga ada yg tanggung jawab",negative
Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,negative
"tidak sesuai pesanan, yg di pesan Gula 1kg, kecap kemasan sama teh, yg sampe gula nya cuma 1/2 kg, teh sama kecap",negative
"kotak paket nya kegedean, coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua",negative
"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",negative
rasanya kaya buav*ta. gk worth it,negative
"Saat baca komposisi deskripsi Minuman rasa mangga rada curiga. Tapi karena terjual banyak, tetap beli. secara harganya mahal, Aku pikir full mangga. ternyata artificial mangga. Manis buatan banget. Ga sehat.",negative
sangat tidak cocok dgn yg tidak suka manis. Ini minuman manis bgt dan rasanya artificial mangga bgt. SALAH untuk yg expect ini minuman seger dan fresh dr mangga buah.,negative
"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",negative
"pedes nya over, dibanding isinya yang dikit. yang gak kuat pedes over not rekomended",negative
"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",negative
rasanya agak asem mungkin terlalu banyak tomat,negative
"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",negative
mantapp gan,positive
"bagus, sesuai deskripsi, pelayanan cepqt, order lsg kirim, terima kasih",positive
barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,positive
"barang diterima sesuai pesanan, thanks joyko",positive
produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin,positive
"packing rapih, barang ORI, berkualitas, harga murah",positive
"kemasan rapi, brg sesuai pesanan",positive
top seller.. responsif dan btgg jwb,positive
Fast response. Produk bagus sesuai pesanan. Pengiriman cepat 1hr,positive
"spidol kualitas bagus, harga termurah dibanding toko lain",positive
"Alhamdulilah barangnya sudah sampe, ukurannya juga besar sesuai yg di gambar, mudah2an bermanfaat buat kegiatan belajar mengajar kami di pesantren",positive
Pengiriman Cepat. Barang sesuai gambar. Kualitasnya oke. Recommended.,positive
Barang yang dikirimkan sesuai dan harga terjangkau,positive
Mantap!!! Cepat proses kirimnya! Besar dan yang penting harga tjakeeeepp!!! Recommended!,positive
Barangnya bagus sesuai deskripsi ????????????,positive
"Penjual responsif, gercep ada spidol ga nyata langsung dikirim. Thank u so muchh",positive
Produk bagus sesuai pesanan. Fast response. Pengiriman cepat 1hr,positive
"mantab spidolnya , jadi ngak hilang tulisan walau tulisannya di masukkan kulkas (plastik ASI)",positive
Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,positive
Toko ini barangnya lengkap dan beneran tersedia. Kadang ada toko lain lengkap tp pas dikirim banyak yg gada. Ini lengkap. Recommended Seller.,positive
barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,positive
"produk sesuai, pengiriman cepat. harganya 1ribu pas flash sale. oke banget.",positive
murah meriah tp bagus..nyaman dipakai..tulisan jg terlihat lebih rapih..,positive
terima kasih banyak produk bagus selalu,positive
"Paket sudah sampai dengan selamat, pertahankan kualitas pelayanan dan harganya.. thanks seller dan tokped ..",positive
"dapat flash sale 1000 dapat sekotak isi 12.. murah bangettttt.... produk bagus.. sesuai deskripsi, pengiriman cepat, packing aman... Terima kasih seller n toped..",positive
"Hore dpt harga kejar diskon.. trnyata produk ori, paking aman, isiny byk n pulpen ny enak d pakai.. anak juga suka bgt.. makasih joyko",positive
"respon toko cepat dan pengiriman lancar, barang dikemas dengan aman, mantap thanks.",positive
"Puas banget belanja di sini. Sellernya ramah banget, fast respon. Pengirimannya juga lumayan cepat. Barangnya memuaskan. Packingnya aman jadi barang gak ada cacat sama sekali.",positive
"barangnya sudah sampai, tidak ada yang rusak atau robek, barangnya original, real pick, packingnya bagus, pengiriman sangat cepat kurir ramah, pokoknya amanah deh kalo mau belanja di toko joyko official store... ????",positive
"pengiriman cepat, packaging nya okeee banget, isinya sesuai, ga gampang macet pas dipakai, pokonya bagusss bangettt terima kasih joyko????",positive
"persediaan stok buat kakak sekolah, selalu joyko pilihannya, barang original. Terimakasih buat pelayanan yang diberikan terbaik deh:)",positive
"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",positive
"Packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",positive
Pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,positive
cepat........harga oke...sesuai pesanan.,positive
"Pelayanan Seller dan Deliver nya sangat cepat dan memuaskan...terima kasih atkasemka,anteraja dan TokoPedia.",positive
"Ok banget, beli 2 skaligus, barang baguss banget",positive
mantap langsung dipakai anak untuk belajar,positive
"Murah dan mudah digunakan, setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya. See you again",positive
kecewa dan sangat kecewa. pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah.,negative
"sedikit kecewa pesanan pembayaran nya 2 tp di kirim 1 saja ,seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran. nya 2 Intem dikirm saja 2 hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya.",negative
kualitas kurang,negative
sangat kecewa sekali,negative
Mengecewakan????????????????,negative
"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",negative
proses pengiriman sangat mengecewakan,negative
produk dikirim tidak sesuai. harusnya 7911,negative
"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",negative
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",negative
Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,negative
Ada cacat pada saat sampai di rumah ??,negative
Barang rusak sebagian.,negative
"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",negative
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,negative
"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",negative
sangat kecewa sekali,negative
"Sungguh menyedihkan. Beli 7 pcs tapi barang pecah 3pcs ,Sdh komplain garansi 2minggu nggak beres2",negative
"pecah 1, kondisi mash di plastik bubble wrap",negative
ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,negative
"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",negative
"kecewa, keterangannya 90 yard tapi yang datang 72 yard",negative
tidak sesuai pesanan,negative
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",negative
sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,negative
barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),negative
barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,negative
ORDER 11 DATANGNYA CUMA 6.. SEDIH BANGET.. NOT RECOMENDED,negative
kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,negative
lakban tipis bukan 90 yard kecewa,negative
"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",negative
pelayanan mengecewakan,negative
Respon jelek,negative
gampang putus :( kurang mantep dipake nya,negative
"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",negative
"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget.",negative
"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",negative
"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",negative
"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih",negative
"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",negative
"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",negative
Sellernya sombong dan gak sopan!,negative
Kacau beli lebih dari 1 lusin gak di kardusin.,negative
"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",negative
barang datang dalam kondisi rusak parah.lcd pecah.,negative
"Sudah punya jenis yg sama Made in China juga, tapi yg ini bahannya lebih jelek.",negative
"Seller TDK Kooperatif, menyebalkan!!!!",negative
Beli bolpen dan refill... kok yg dikirim mainan anak. Bagaimana tanggung jawab toko nih!!!,negative
Pelayanannya sangat buruk,negative
sangat sangat sangat sangat slow respon,negative
barangnya tidak ada di kemasan,negative
"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",negative
adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,negative
"pelayanan sangat buruk, no debat!",negative
Pengiriman lama banget. Dari order - tiba di tujuan 7 hari. Padahal order tempat lain 2 hari sampai,negative
packing buruk. kertas sampai pada sobek bungkusnya.,negative
"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",negative
Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,negative
pengiriman lama banget parah,negative
Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,negative
BARANG PECAH DIKIRIM,negative
ini seller ngeyel bgt.. uda 3x belanjanya thermal 100x150 dgn beratnya 900gr per roll.. kali ini dpt 12 roll berat 600gr.. diminta retur byk x alasan.. jelas ini penurunan kualitas atao isi.. silahkan kalian yg srg belanja cek aja.. jualan kgk usa bgitunya..,negative
FIX BUKAN 90YARD TERNYATA TEBALNYA HANYA 9 mm TIPIS BOSS GAK SESUAI JUDUL!!!,negative
"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",negative
"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",negative
"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????",negative
"toko benalu, gk jelas barangnya.. sampah",negative
"nipu,ini mah bukan 90 yard wkwkwk kaco",negative
sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,negative
Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,negative
Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,negative
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",negative
Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,negative
"Pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",negative
"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",negative
"barang tidak sampai,kembalikan uang saya..!!!",negative
ga dikirim payah,negative
barangnya gajelas masa beli 6 dikirim dua,negative
"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm",negative
Pengiriman lambat polllllll!!! Ga pantes jadi official Store.,negative
belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,positive
"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",positive
Thanks gan paket udah mendarat dengan selamat...pelayanan ok mantab..super fast respon..top very recomended seller,positive
belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,positive
"Merek pena favoritt, murah, tintanya nyata, ga pernah macet, selalu smooth klo buat nulis",positive
"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",positive
mantappppppppppppppppppppppppppppppppp,positive
Barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya?????????????? ????????,positive
"fast respon, recommended Seller",positive
"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",positive
barang sampai cepeeet banget terima kasih top bgt ??????????,positive
"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller.. sukses terus lapaknya gan.",positive
Bagus semuaaaaanyaaaaaa????????????????????,positive
Repeat order yg entah keberapa. Selalu puas. Makasiii banyak gan. Sukses selaloeee yaaaa...,positive
"Pelayanan ramah, design maksimal, hasil sesuai harapan. recommended..",positive
"mungil bntukny tp bnyak fungsi, kualitas mantaapppp",positive
"PRODUK BAGUS, PROSES SANGAT CEPAT, PENJUAL RAMAH DAN DESAIN BAGUS, KAMI AKAN PESAN LAGI",positive
"fast respon, barang bagus, recommend..",positive
"barang cepat banget diproses, dibungkusnya pun sangat rapi.. mantap.bisa buat langganan ini .",positive
benar benar disarankan untuk pembeli lain membeli tambahan packing.. tapi selebihnya kertasnya ok tidak cacat sama sekali.. harganya juga terjangkau.. best lah??,positive
mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,positive
"gumush bgt cutternyaa imut�, warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren????",positive
"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp??????",positive
"pengirimannya lumayan cepat. warna cutternya sangattt cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantappp bgt",positive
"pelayanan ramah, gratis design, pokoknya rekomendasi banget bikin cap disini",positive
"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx",positive
"seller komunikatif, pengerjaan cepat. udh repeat order",positive
"Fast response, diproses & dikirim langsung, dikemas dengan baik (rapi & sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur & melekat kuat), Trusted Seller, produk & penjual sangat direkomendasikan, Terima Kasih.",positive
terbaik lah pokoknya. packing lakban doang rapih banget. keren ?? lakbannya juga rekat banget,positive
"top banget, kurir ramah banget, udah langganan sicepat top dah, terimakasih seller dan kurir , gak lupa juga Tokopedia terimakasih ???",positive
"Barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir.. semoga Kita sehat selalu dan dijauhkan Dr segala macam virus.. Cepat sembuh Indonesiaku.. Love ya! ",positive
"tokopedia, dabest.. thankssssssssssssssss",positive
pelayanan bagus besok2 order lagi,positive
"Respon cepet, ramah, solutif, kerjaan cepet banget, harga kompetitif Kerenn recommended seller",positive
"Produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",positive
"rekomendasi bangett toko ini kiriman cepat, insya Alloh langganan",positive
"Pengiriman cepat, produk sangat good daya rekat bagus, seller sangat amanah, jangan ragu belanja disini ??",positive
Bagus barangnya udah berkali kali beli di sini,positive
"bagus, pengiriman cepet banget bakal jadi langganan nih",positive
"toko langganan, karena pengiriman sangat cepat. terimakasih",positive
"?????????? Barang dipesan tanggal 15, baru dikirim tgl 21 -_- Mantep ga tuh Mantep ga tuh",negative
"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",negative
barang tidak sampai. tdk ada solusi,negative
Patah2 dan barang nekas di buka dari packaging nya,negative
"Barang belum sampai sampai hari ini, Toko Pefia Tolong Reviwe lagi kerjasama dengan kurir Antaraja itu, sangat lelet dan gak bertanggung jawab, barang belum sampai sdh di konfirmasi diterima pemesan hadeeehhh, kurir abal2...lama super lelet",negative
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",negative
"Beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. Kalo jualan yang teliti dan jujur dong gan. Sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. Rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",negative
"Order 7 hitam. Dikirim 6 biru. Ditanya, tidak ada respons sama sekali.",negative
"Mengenai barang sdh sesuai...., respon sangat lambat. Saya minta dikirim pake sameday (6 jam). Barang baru diantar dan keterima di hari ke 3 (cat : transaksi sebelum jam 11 siang). Packing  barang saat pengiriman sangat seadanya. TIdak rekomendasi deh klw buat yang barang pengen buru-buru diterima/dipakai.",negative
"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",negative
"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung??",negative
Barang pecah dan rusak saat diterima,negative
kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,negative
beli 2 pcs tapi yang 1 rusak,negative
pengiriman super duper lamaaaa!!! not recommended.,negative
"Beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",negative
"PENIPUAN! Barang yg dikirim HVS F4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. Hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. Thx",negative
"Sampai rumah, pas bungkus paket dibuka semua bungkus kertas sudah terbuka, kertas2 banyak yg rusak dan kotor. Sangat tidak recommended",negative
"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro� di bales , di read saja tidak",negative
"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro� di bales , di read saja tidak",negative
"beli 5 cutter , dikirim 3 cutter blade, harusnya 5 juga cutter blade",negative
Guntingnya ga ada d paket yg d kirimkan,negative
JANGAN BELANJA DITOKO INI !!! PENIPUAN !!! YG DIKIRIM BARANG MURAHAN DAN GAK MAU DIGANTI SELISIH HARGA !!!,negative
"beli banyak macam barang, tapi produk ini tidak dikirimkan",negative
"Produk tidak sesuai dengan deskripsi, penjual juga salah kirim dan tdk solutif, padahal sudah dituliskan instruksi di keterangan",negative
"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",negative
"Pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",negative
"pelayanan buruk sekali, pengiriman barang buruk sekali dan lama banget sampainya. kapok beli disini lagi gak lagi-lagi",negative
barang tidak sesuai dengan jumlah pesanan,negative
"dikirim tidak sesuai pesanan, proses lama sekali.",negative
Baru kali ini pesan di sini kecewa. Hasil print meleset dari desain. Seller dikasih masukan malah menyalahkan pembeli. Ga bakal beli lagi.,negative
"Produk tidak sesuai, pesan laminasi tapi dikirim tanpa laminasi, tulisan buram, prosesur pemesanan sangat ribet",negative
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",negative
seller lama sekali kirim. order minggu buat rabu pagi sampe selasa g dikirim. baru dikirim rabunya. kamis baru sampe udah kelar butuhnya. udah request cancel bahkan sebelum barang dikirim tapi seller g mau cancelin alasan gabisa cancel dari audit sistem.,negative
HIGHLY NOT RECOMENDED SELLER! pesan apa yang dikirim apa. tidak ada itikad baik tanggung jawab dr seller. mohon teman2 yang lain agar lebih berhati2 ya.,negative
"Waktu sampai nya lakban Tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani Customer",negative
"Dari 4 pesanan yg bs dipake cuma 2, itupun tidak sempurna, kemungkinn pecah di pengiriman karena paking tidak aman/seadanya..",negative
"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",negative
"packing hanya pakai selembar plastik kresek, kertas basah semua",negative
"Pengiriman lambat, pas dateng barang juga sudah sobek, debuan. ??????????????",negative
Kendaraan menjadi kinclong kembali! Mantap!.,positive
Sesuai pesanan,positive
"Barang sesuai deksripsi, pengiriman cepat dan rapi, terima kasih.",positive
Sedotannya Kuat. Harganya Murah. Mudah Dibersihkan. Kabel Listrik Panjang.,positive
"Brg diterima dlm keadaan baik. Belom dicoba, mudah2an sesuai harapan",positive
Bagus alatnya dan bagus service nya cepat nyampe barangnya,positive
"pesanan sesuai deskripsi,pengiriman cepat",positive
Berfungsi sesuai deskripsi,positive
"berfungsi sebagaimana mestinya, mantapp",positive
paket AMAN....TQ gan,positive
